"text","label"
"collect ecstasy to Indiranagar tomorrow",1
"supply dope near Shivajinagar",1
"See you at college this evening",0
"Pick 🧪 from Bellandur tonight",1
"Bro lsd chahiye Indiranagar side",1
"Collect papers from Electronic City",0
"Did you finish the project?",0
"Where can I grab ganjaa at midnight?",1
"grab stuff near Cubbon Park",1
"Let's play cricket in the park",0
"Arrange trip at Majestic before work",1
"collect charas near Koramangala",1
"Pick me up near Electronic City",0
"Need tabs from Koramangala",1
"Going to Bellandur for dinner",0
"Did you finish the project?",0
"Did you finish the project?",0
"drop ganjaa to Silk Board tonight",1
"Pick up vegetables from Koramangala",0
"Don't forget the office meeting",0
"grab trip to Electronic City in the morning",1
"arrng some powder at Majestic",1
"Drop trip at my place in Silk Board",1
"Get green apples at Malleshwaram market",0
"Pick 🥀 from Airport Road tomorrow",1
"Drop maal at my place in HSR Layout",1
"Let's meet at MG Road in the morning",0
"pick up some trip at Bellandur",1
"grab some grn at BTM",1
"Collect papers from Silk Board",0
"Did you call the electrician?",0
"Where can I get hash now?",1
"Did you call the electrician?",0
"I'll drop by Whitefield later",0
"Send acid via courier 2nite",1
"Drop maal at my place in Malleshwaram",1
"Send weed via courier after class",1
"How's your day going?",0
"Pick 💊 from Commercial Street tonight",1
"supply some ma@l at Malleshwaram",1
"Let's play cricket in the park",0
"Going to HSR Layout for dinner",0
"Send acid tabs via courier later",1
"Pick 🌿 from Cubbon Park before work",1
"Drop ecstasy at my place in Electronic City",1
"Let's meet at Majestic tomorrow",0
"Need coke from Kengeri",1
"Catching a movie at Kengeri",0
"Need charas from Banashankari",1
"arrange powder to Rajajinagar in the morning",1
"Arrange doob at Shivajinagar tomorrow",1
"supply some ma@l at Silk Board",1
"See you at college right away",0
"See you tomorrow at Cubbon Park",0
"Cash ready, bring weed to Rajajinagar",1
"Need acid tabs from Banashankari",1
"See you tomorrow at Kengeri",0
"How's your day going?",0
"Going shopping at Commercial Street",0
"Going shopping at HSR Layout",0
"Arrange weed at BTM in the morning",1
"Did you finish the project?",0
"Pick me up near MG Road",0
"supply coke to MG Road in the morning",1
"Party at my place tomorrow",0
"Get green apples at Cubbon Park market",0
"Party at my place in the morning",0
"Pick me up near Bellandur",0
"Going to Silk Board for dinner",0
"Did you finish the project?",0
"Cash ready, bring doob to MG Road",1
"Catching a movie at Silk Board",0
"How's your day going?",0
"Collect papers from Commercial Street",0
"Arrange ganjaa at Whitefield tmrw",1
"Don't forget the office meeting",0
"Catching a movie at BTM",0
"Pick up vegetables from MG Road",0
"Drop hash at my place in Indiranagar",1
"I'll drop by BTM tonight",0
"Let's play cricket in the park",0
"bring stuff near Commercial Street",1
"Bro pills chahiye Koramangala side",1
"score brown sugar to Shivajinagar before work",1
"Pick 🧪 from Indiranagar right away",1
"Going to Kengeri for dinner",0
"Did you finish the project?",0
"Pick 🧪 from Cubbon Park now",1
"Need md from Bellandur",1
"Going to MG Road for dinner",0
"I'll drop by Shivajinagar later",0
"Need brown sugar from Electronic City",1
"Where can I grab hash before work?",1
"Let's meet at Majestic this evening",0
"Need mj from Electronic City",1
"Going to Majestic for dinner",0
"Collect papers from Electronic City",0
"Going to KR Puram for dinner",0
"Let's meet at Cubbon Park tmrw",0
"Drop coke at my place in KR Puram",1
"Drop ganja at my place in Koramangala",1
"Need w33d from Bellandur",1
"Collect papers from Malleshwaram",0
"get dope near Airport Road",1
"Let's meet at Cubbon Park later",0
"Let's meet at MG Road 2nite",0
"send xtc near Whitefield",1
"Drop mj at my place in Majestic",1
"Pick up vegetables from Kengeri",0
"Bro ma@l chahiye BTM side",1
"Let's play cricket in the park",0
"Pick 🍄 from KR Puram tmrw",1
"Going shopping at Rajajinagar",0
"Catching a movie at Majestic",0
"Pick 🌿 from Rajajinagar at midnight",1
"Cash ready, bring kush to Jayanagar",1
"Don't forget the office meeting",0
"Going to KR Puram for dinner",0
"See you at college in the morning",0
"Bro ganja chahiye Kengeri side",1
"score k3t near Banashankari",1
"Catching a movie at HSR Layout",0
"Get green apples at Rajajinagar market",0
"collect some coke at Kengeri",1
"Don't forget the office meeting",0
"See you tomorrow at Silk Board",0
"Going to MG Road for dinner",0
"Catching a movie at Electronic City",0
"Arrange ecstasy at Whitefield at midnight",1
"Bro hash chahiye Rajajinagar side",1
"send md to Cubbon Park tonight",1
"Let's play cricket in the park",0
"Going to Electronic City for dinner",0
"Party at my place tonight",0
"Send k3t via courier this evening",1
"Pick 🥀 from HSR Layout tmrw",1
"score some charas at KR Puram",1
"arrng ganja to Banashankari tomorrow",1
"Let's meet at Electronic City right away",0
"I'll drop by Kengeri in the morning",0
"I'll drop by Silk Board this evening",0
"Let's play cricket in the park",0
"Drop kush at my place in Commercial Street",1
"grab molly to Airport Road in the morning",1
"Cash ready, bring ganjaa to Shivajinagar",1
"Pick me up near Commercial Street",0
"Party at my place tmrw",0
"Where can I deliver grass 2nite?",1
"send charas near HSR Layout",1
"Let's meet at Malleshwaram before work",0
"pick up some grn at Shivajinagar",1
"Let's play cricket in the park",0
"Let's play cricket in the park",0
"Catching a movie at BTM",0
"Pick me up near Silk Board",0
"Party at my place at midnight",0
"Did you finish the project?",0
"Pick 💊 from Malleshwaram at midnight",1
"How's your day going?",0
"Arrange maal at HSR Layout right away",1
"Going shopping at Airport Road",0
"score some stuff at Shivajinagar",1
"Pick 🧪 from Cubbon Park at midnight",1
"Going to Shivajinagar for dinner",0
"Arrange lsd at Rajajinagar later",1
"Family dinner at Commercial Street",0
"Need doob from Silk Board",1
"Where can I pick up LSD now?",1
"Collect papers from Majestic",0
"Need stuff from Cubbon Park",1
"supply some mdma at Shivajinagar",1
"Drop stuff at my place in Bellandur",1
"Bro ma@l chahiye MG Road side",1
"Did you finish the project?",0
"Let's meet at KR Puram now",0
"send some brown sugar at Silk Board",1
"arrng some stuff at Commercial Street",1
"Cash ready, bring charas to Jayanagar",1
"Did you finish the project?",0
"Let's meet at Kengeri in the morning",0
"Arrange ma@l at Jayanagar after class",1
"collect some dope at Airport Road",1
"Drop xtc at my place in Banashankari",1
"Let's play cricket in the park",0
"Where can I collect hash in the morning?",1
"Let's play cricket in the park",0
"Drop charas at my place in Whitefield",1
"Need brown sugar from Cubbon Park",1
"Did you finish the project?",0
"Did you finish the project?",0
"Need acid from Bellandur",1
"arrange w33d near Shivajinagar",1
"How's your day going?",0
"See you tomorrow at Banashankari",0
"See you tomorrow at Shivajinagar",0
"pick up tabs near HSR Layout",1
"deliver grass near Bellandur",1
"See you at college now",0
"Pick 💊 from Shivajinagar tmrw",1
"Don't forget the office meeting",0
"How's your day going?",0
"drop some hash at Shivajinagar",1
"Let's meet at Electronic City after class",0
"Collect papers from Majestic",0
"Let's play cricket in the park",0
"Cash ready, bring ganja to BTM",1
"Pick up vegetables from Koramangala",0
"grab some pills at Jayanagar",1
"Catching a movie at Shivajinagar",0
"Let's meet at Kengeri after class",0
"Where can I send md tonight?",1
"Need mdma from Whitefield",1
"Don't forget the office meeting",0
"Party at my place right away",0
"deliver trip near MG Road",1
"Get green apples at Indiranagar market",0
"Drop trip at my place in MG Road",1
"Arrange weed at HSR Layout after class",1
"score stuff near Whitefield",1
"Cash ready, bring coke to Indiranagar",1
"Cash ready, bring pot to Banashankari",1
"Catching a movie at Silk Board",0
"Bro md chahiye Rajajinagar side",1
"Drop charas at my place in MG Road",1
"Let's meet at Koramangala tmrw",0
"Pick 🧪 from KR Puram tomorrow",1
"Arrange acid at Cubbon Park this evening",1
"Family dinner at Indiranagar",0
"I'll drop by Commercial Street later",0
"Don't forget the office meeting",0
"Drop md at my place in Indiranagar",1
"Arrange maal at KR Puram before work",1
"bring acid to Cubbon Park tomorrow",1
"Pick me up near Bellandur",0
"Collect papers from Majestic",0
"Arrange doob at Indiranagar before work",1
"Catching a movie at HSR Layout",0
"Don't forget the office meeting",0
"Cash ready, bring pot to Shivajinagar",1
"Cash ready, bring grn to Indiranagar",1
"Collect papers from Whitefield",0
"Send tabs via courier right away",1
"See you tomorrow at Majestic",0
"Pick 🥀 from Rajajinagar before work",1
"Did you finish the project?",0
"See you at college tomorrow",0
"Going to Rajajinagar for dinner",0
"Collect papers from Commercial Street",0
"Arrange acid tabs at BTM after class",1
"See you at college after class",0
"Drop hash at my place in Shivajinagar",1
"Pick 🧪 from Cubbon Park in the morning",1
"score acid tabs near Banashankari",1
"Where can I bring acid tabs tmrw?",1
"drop acid to MG Road after class",1
"bring mj near Kengeri",1
"Drop weed at my place in Kengeri",1
"Cash ready, bring grass to Rajajinagar",1
"Need ganjaa from Commercial Street",1
"supply md near Electronic City",1
"How's your day going?",0
"See you at college 2nite",0
"Send LSD via courier 2nite",1
"Arrange trip at MG Road later",1
"Need hash from Koramangala",1
"Going shopping at Rajajinagar",0
"Going to Kengeri for dinner",0
"Where can I score mj now?",1
"Collect papers from Cubbon Park",0
"Going shopping at Shivajinagar",0
"Let's meet at HSR Layout in the morning",0
"Going to Commercial Street for dinner",0
"Bro pills chahiye Majestic side",1
"Let's meet at Bellandur right away",0
"Need acid from Cubbon Park",1
"Don't forget the office meeting",0
"grab brown sugar near Koramangala",1
"Where can I arrange maal tmrw?",1
"I'll drop by Bellandur this evening",0
"Collect papers from Whitefield",0
"Collect papers from Cubbon Park",0
"Bro ganja chahiye KR Puram side",1
"Send h@sh via courier right away",1
"get stuff near Silk Board",1
"Pick 🥀 from Malleshwaram later",1
"score brown sugar near Shivajinagar",1
"Let's meet at BTM now",0
"Arrange acid tabs at Kengeri now",1
"I'll drop by Airport Road now",0
"grab weed to Electronic City later",1
"get ganjaa to BTM tonight",1
"Get green apples at BTM market",0
"send some acid tabs at Airport Road",1
"buy some coke at Shivajinagar",1
"collect some grass at MG Road",1
"Going to Banashankari for dinner",0
"Need md from Majestic",1
"Family dinner at Jayanagar",0
"arrng LSD to Majestic tomorrow",1
"Pick 🥀 from Commercial Street before work",1
"pick up dope to Silk Board after class",1
"collect tabs near Banashankari",1
"How's your day going?",0
"Pick 🍄 from BTM later",1
"Send kush via courier later",1
"Send mdma via courier now",1
"Send mdma via courier in the morning",1
"Going shopping at Banashankari",0
"Pick 🧪 from Whitefield tomorrow",1
"Cash ready, bring grass to MG Road",1
"Catching a movie at Cubbon Park",0
"Let's play cricket in the park",0
"supply molly near Banashankari",1
"Did you call the electrician?",0
"Let's play cricket in the park",0
"Bro maal chahiye BTM side",1
"Get green apples at Cubbon Park market",0
"Where can I buy acid after class?",1
"Arrange coke at Silk Board right away",1
"Don't forget the office meeting",0
"Drop weed at my place in Banashankari",1
"I'll drop by Indiranagar tomorrow",0
"Bro brown sugar chahiye Cubbon Park side",1
"Did you finish the project?",0
"Cash ready, bring xtc to Airport Road",1
"Don't forget the office meeting",0
"How's your day going?",0
"pick up some coke at Cubbon Park",1
"I'll drop by Commercial Street at midnight",0
"Don't forget the office meeting",0
"See you tomorrow at Electronic City",0
"arrange w33d near KR Puram",1
"Where can I bring ecstasy now?",1
"Family dinner at Rajajinagar",0
"pick up some weed at Cubbon Park",1
"See you tomorrow at KR Puram",0
"Let's play cricket in the park",0
"Pick 🌿 from MG Road tomorrow",1
"Arrange pills at Koramangala tomorrow",1
"Arrange acid at Cubbon Park tonight",1
"pick up molly near Commercial Street",1
"Need doob from Banashankari",1
"bring some ganja at Malleshwaram",1
"Party at my place now",0
"get lsd to Airport Road at midnight",1
"arrange some xtc at Airport Road",1
"Don't forget the office meeting",0
"Party at my place now",0
"Drop ganjaa at my place in Bellandur",1
"Send acid tabs via courier this evening",1
"Get green apples at Cubbon Park market",0
"I'll drop by Indiranagar 2nite",0
"How's your day going?",0
"Let's play cricket in the park",0
"Did you finish the project?",0
"I'll drop by Shivajinagar at midnight",0
"I'll drop by Airport Road now",0
"arrng stuff near KR Puram",1
"I'll drop by Rajajinagar this evening",0
"Let's meet at Whitefield later",0
"Cash ready, bring dope to Silk Board",1
"drop grn to MG Road at midnight",1
"Let's meet at HSR Layout tmrw",0
"Don't forget the office meeting",0
"Arrange lsd at Kengeri tonight",1
"Don't forget the office meeting",0
"Pick me up near BTM",0
"Party at my place tomorrow",0
"Arrange maal at Whitefield now",1
"Get green apples at Shivajinagar market",0
"Catching a movie at Koramangala",0
"Collect papers from KR Puram",0
"Cash ready, bring doob to Commercial Street",1
"Cash ready, bring pills to BTM",1
"bring mj near Indiranagar",1
"Need grn from Rajajinagar",1
"Going shopping at HSR Layout",0
"collect md to BTM at midnight",1
"Where can I collect maal tmrw?",1
"Pick 🍄 from KR Puram right away",1
"Send trip via courier tonight",1
"Need k3t from Malleshwaram",1
"See you at college right away",0
"Drop doob at my place in Whitefield",1
"Pick 💊 from Shivajinagar in the morning",1
"See you at college tomorrow",0
"See you at college 2nite",0
"drop brown sugar to Silk Board after class",1
"Where can I drop pills right away?",1
"Did you call the electrician?",0
"Don't forget the office meeting",0
"Going shopping at Bellandur",0
"Party at my place 2nite",0
"Send mdma via courier before work",1
"bring some pills at Majestic",1
"Bro acid chahiye Kengeri side",1
"Bro lsd chahiye BTM side",1
"bring some ma@l at BTM",1
"supply some stuff at Kengeri",1
"Get green apples at Electronic City market",0
"Bro molly chahiye Kengeri side",1
"Arrange pot at KR Puram this evening",1
"Let's play cricket in the park",0
"How's your day going?",0
"Need ecstasy from HSR Layout",1
"drop mj near Rajajinagar",1
"send acid tabs to Whitefield tomorrow",1
"See you at college tmrw",0
"Bro mj chahiye Kengeri side",1
"score some md at Airport Road",1
"Where can I collect mdma after class?",1
"Drop acid at my place in Rajajinagar",1
"Did you call the electrician?",0
"Drop molly at my place in Silk Board",1
"Bro md chahiye Majestic side",1
"Pick me up near Whitefield",0
"Cash ready, bring ma@l to HSR Layout",1
"Get green apples at Banashankari market",0
"Pick me up near Banashankari",0
"Bro maal chahiye Commercial Street side",1
"Where can I send ma@l right away?",1
"get some tabs at Jayanagar",1
"Pick up vegetables from BTM",0
"collect acid tabs near Jayanagar",1
"Collect papers from Kengeri",0
"Where can I grab ganjaa right away?",1
"Did you finish the project?",0
"Bro powder chahiye HSR Layout side",1
"See you tomorrow at Shivajinagar",0
"See you tomorrow at Koramangala",0
"Arrange charas at Indiranagar at midnight",1
"How's your day going?",0
"Need ganja from Banashankari",1
"Don't forget the office meeting",0
"Catching a movie at HSR Layout",0
"Cash ready, bring lsd to Airport Road",1
"Collect papers from Cubbon Park",0
"Party at my place before work",0
"Cash ready, bring stuff to Airport Road",1
"supply some grn at BTM",1
"Get green apples at Cubbon Park market",0
"Let's play cricket in the park",0
"Don't forget the office meeting",0
"Where can I supply kush this evening?",1
"pick up some maal at Indiranagar",1
"Need weed from Rajajinagar",1
"Get green apples at Whitefield market",0
"arrng brown sugar to Bellandur now",1
"Send md via courier right away",1
"Arrange charas at Banashankari tomorrow",1
"Arrange ma@l at Whitefield after class",1
"Arrange charas at HSR Layout now",1
"Where can I send LSD now?",1
"get weed to Airport Road tmrw",1
"Pick me up near Malleshwaram",0
"Cash ready, bring md to KR Puram",1
"Catching a movie at Commercial Street",0
"Pick me up near Cubbon Park",0
"collect some acid tabs at Jayanagar",1
"arrng brown sugar near Bellandur",1
"Where can I buy md tomorrow?",1
"See you tomorrow at Kengeri",0
"Bro hash chahiye Silk Board side",1
"arrng some w33d at Bellandur",1
"Let's play cricket in the park",0
"Drop h@sh at my place in Cubbon Park",1
"Where can I send h@sh before work?",1
"Don't forget the office meeting",0
"Arrange xtc at Majestic tmrw",1
"Pick 🍄 from Shivajinagar tonight",1
"Pick up vegetables from HSR Layout",0
"send w33d to Koramangala this evening",1
"Get green apples at MG Road market",0
"Pick up vegetables from Shivajinagar",0
"Drop grn at my place in Airport Road",1
"Pick 🥀 from Commercial Street this evening",1
"Pick me up near Koramangala",0
"Get green apples at Malleshwaram market",0
"Drop molly at my place in HSR Layout",1
"arrange mdma to BTM tomorrow",1
"Where can I send lsd later?",1
"Did you finish the project?",0
"Let's meet at Airport Road 2nite",0
"Bro dope chahiye Bellandur side",1
"How's your day going?",0
"Need ganjaa from Shivajinagar",1
"Let's meet at KR Puram this evening",0
"Bro maal chahiye Rajajinagar side",1
"drop some md at Whitefield",1
"Drop lsd at my place in KR Puram",1
"Did you call the electrician?",0
"Going to Banashankari for dinner",0
"Pick 🧪 from Kengeri tonight",1
"Need h@sh from HSR Layout",1
"get some acid at Kengeri",1
"get some xtc at Cubbon Park",1
"Going shopping at Electronic City",0
"How's your day going?",0
"Let's meet at Cubbon Park this evening",0
"Cash ready, bring brown sugar to Jayanagar",1
"Cash ready, bring coke to Whitefield",1
"score some kush at Shivajinagar",1
"Arrange hash at MG Road now",1
"How's your day going?",0
"See you tomorrow at Shivajinagar",0
"Family dinner at Shivajinagar",0
"Get green apples at Kengeri market",0
"Arrange acid tabs at Commercial Street right away",1
"Family dinner at MG Road",0
"Where can I get LSD in the morning?",1
"Send trip via courier 2nite",1
"arrange tabs near Commercial Street",1
"Catching a movie at Commercial Street",0
"Get green apples at Bellandur market",0
"Drop w33d at my place in Majestic",1
"Pick up vegetables from Bellandur",0
"Send k3t via courier before work",1
"Let's meet at Banashankari tomorrow",0
"Pick me up near Rajajinagar",0
"Let's play cricket in the park",0
"Drop LSD at my place in Electronic City",1
"Pick me up near Airport Road",0
"Let's play cricket in the park",0
"Catching a movie at Airport Road",0
"Let's play cricket in the park",0
"score some coke at Koramangala",1
"grab doob near KR Puram",1
"Send mj via courier later",1
"grab some md at Airport Road",1
"Get green apples at Cubbon Park market",0
"See you tomorrow at Cubbon Park",0
"Pick up vegetables from Kengeri",0
"See you tomorrow at Koramangala",0
"Did you finish the project?",0
"Party at my place this evening",0
"Send acid via courier tonight",1
"See you at college at midnight",0
"Let's meet at Shivajinagar after class",0
"Don't forget the office meeting",0
"Pick 🌿 from Silk Board right away",1
"Family dinner at Malleshwaram",0
"Catching a movie at Commercial Street",0
"Pick up vegetables from Bellandur",0
"Bro dope chahiye Jayanagar side",1
"See you at college tonight",0
"Pick 🍄 from Silk Board in the morning",1
"Arrange ganja at Shivajinagar 2nite",1
"Arrange dope at Rajajinagar tomorrow",1
"See you tomorrow at Airport Road",0
"Pick 🍄 from Rajajinagar in the morning",1
"Drop pills at my place in Kengeri",1
"See you tomorrow at Bellandur",0
"Catching a movie at Cubbon Park",0
"Pick 🌿 from Koramangala after class",1
"Family dinner at Bellandur",0
"Let's meet at Bellandur tomorrow",0
"Let's play cricket in the park",0
"Collect papers from BTM",0
"See you at college 2nite",0
"Need powder from Rajajinagar",1
"Catching a movie at Bellandur",0
"Let's play cricket in the park",0
"Where can I deliver powder tomorrow?",1
"Going shopping at Indiranagar",0
"Where can I bring stuff tomorrow?",1
"See you at college tomorrow",0
"Send pot via courier tomorrow",1
"See you at college 2nite",0
"Need grass from Malleshwaram",1
"Drop brown sugar at my place in Bellandur",1
"Need ganja from Bellandur",1
"Pick up vegetables from KR Puram",0
"Let's play cricket in the park",0
"Pick me up near Kengeri",0
"Get green apples at Airport Road market",0
"Where can I get lsd at midnight?",1
"drop brown sugar near Banashankari",1
"Party at my place after class",0
"Let's play cricket in the park",0
"send k3t near Indiranagar",1
"Pick me up near Banashankari",0
"See you at college tonight",0
"Did you finish the project?",0
"score pills to Jayanagar before work",1
"get some acid tabs at BTM",1
"Pick 💊 from Electronic City now",1
"Arrange brown sugar at MG Road tomorrow",1
"Going shopping at HSR Layout",0
"Get green apples at MG Road market",0
"drop ganja to Whitefield tonight",1
"Where can I collect ecstasy at midnight?",1
"supply some coke at Jayanagar",1
"Did you call the electrician?",0
"Going shopping at Malleshwaram",0
"Let's play cricket in the park",0
"Cash ready, bring pills to Majestic",1
"Need ganjaa from Silk Board",1
"send md near Airport Road",1
"Party at my place at midnight",0
"Cash ready, bring mj to Whitefield",1
"I'll drop by Electronic City tonight",0
"See you tomorrow at Shivajinagar",0
"Pick up vegetables from BTM",0
"Party at my place now",0
"Need h@sh from KR Puram",1
"See you at college 2nite",0
"Cash ready, bring dope to HSR Layout",1
"Going shopping at Silk Board",0
"Cash ready, bring pot to Cubbon Park",1
"Family dinner at Jayanagar",0
"Catching a movie at Kengeri",0
"Pick up vegetables from Commercial Street",0
"Catching a movie at BTM",0
"See you tomorrow at Malleshwaram",0
"Get green apples at Majestic market",0
"Bro pills chahiye Shivajinagar side",1
"Don't forget the office meeting",0
"Let's meet at Whitefield this evening",0
"Going to Banashankari for dinner",0
"Pick 🧪 from Bellandur tonight",1
"See you at college tmrw",0
"deliver powder to BTM this evening",1
"Get green apples at Whitefield market",0
"bring some md at Cubbon Park",1
"Let's meet at Banashankari before work",0
"Party at my place in the morning",0
"Cash ready, bring md to KR Puram",1
"Pick up vegetables from KR Puram",0
"Bro ganjaa chahiye Bellandur side",1
"Cash ready, bring ecstasy to Cubbon Park",1
"Get green apples at Whitefield market",0
"Cash ready, bring powder to KR Puram",1
"Bro k3t chahiye Indiranagar side",1
"Going to Electronic City for dinner",0
"Bro maal chahiye Electronic City side",1
"Pick me up near Shivajinagar",0
"Pick 🧪 from Indiranagar at midnight",1
"Going to Bellandur for dinner",0
"send xtc near Cubbon Park",1
"See you at college before work",0
"Send tabs via courier now",1
"Get green apples at Malleshwaram market",0
"Pick 🥀 from Rajajinagar before work",1
"Let's meet at Airport Road this evening",0
"arrng trip to Silk Board now",1
"Bro powder chahiye MG Road side",1
"See you tomorrow at Airport Road",0
"Need ma@l from KR Puram",1
"Send coke via courier after class",1
"Family dinner at Silk Board",0
"Where can I deliver xtc tomorrow?",1
"Bro stuff chahiye KR Puram side",1
"Party at my place this evening",0
"Collect papers from Banashankari",0
"Pick 🌿 from HSR Layout tomorrow",1
"I'll drop by Majestic before work",0
"Arrange acid tabs at Electronic City right away",1
"I'll drop by Banashankari after class",0
"Where can I bring acid now?",1
"score acid to Kengeri after class",1
"Collect papers from Majestic",0
"I'll drop by Bellandur tomorrow",0
"Collect papers from Jayanagar",0
"grab doob to Malleshwaram at midnight",1
"Send pills via courier tmrw",1
"Don't forget the office meeting",0
"See you tomorrow at Majestic",0
"Family dinner at Koramangala",0
"Pick up vegetables from HSR Layout",0
"Arrange charas at Jayanagar 2nite",1
"Party at my place at midnight",0
"Arrange ganjaa at Electronic City tmrw",1
"I'll drop by Whitefield tonight",0
"Pick 🥀 from Jayanagar tonight",1
"Drop powder at my place in BTM",1
"Need stuff from Shivajinagar",1
"Get green apples at Indiranagar market",0
"See you tomorrow at BTM",0
"Going to Koramangala for dinner",0
"Let's meet at Jayanagar before work",0
"Cash ready, bring ecstasy to MG Road",1
"Drop ecstasy at my place in Whitefield",1
"I'll drop by Rajajinagar right away",0
"See you at college tonight",0
"Going shopping at Jayanagar",0
"Catching a movie at Airport Road",0
"send trip near Jayanagar",1
"Pick me up near Cubbon Park",0
"Drop coke at my place in Cubbon Park",1
"Drop grass at my place in Whitefield",1
"Pick 💊 from Silk Board tonight",1
"Cash ready, bring h@sh to HSR Layout",1
"score some brown sugar at BTM",1
"Party at my place 2nite",0
"Arrange acid tabs at MG Road tomorrow",1
"Need powder from Koramangala",1
"Family dinner at Rajajinagar",0
"Pick 🧪 from MG Road at midnight",1
"Drop acid tabs at my place in Silk Board",1
"Where can I drop h@sh right away?",1
"bring md near HSR Layout",1
"get trip to Koramangala later",1
"Bro mj chahiye Whitefield side",1
"Where can I collect ecstasy 2nite?",1
"Pick 🧪 from Banashankari this evening",1
"Collect papers from Malleshwaram",0
"Pick up vegetables from BTM",0
"Bro trip chahiye Rajajinagar side",1
"Catching a movie at Majestic",0
"Family dinner at Jayanagar",0
"Pick 🌿 from Airport Road tomorrow",1
"Let's meet at Jayanagar this evening",0
"Cash ready, bring tabs to Majestic",1
"Did you finish the project?",0
"How's your day going?",0
"Did you call the electrician?",0
"Need k3t from Koramangala",1
"Cash ready, bring weed to Airport Road",1
"Where can I get acid in the morning?",1
"Pick up vegetables from HSR Layout",0
"bring some acid at KR Puram",1
"Send coke via courier 2nite",1
"Where can I buy doob in the morning?",1
"Catching a movie at HSR Layout",0
"Pick me up near Bellandur",0
"Where can I bring dope at midnight?",1
"I'll drop by Bellandur tomorrow",0
"get brown sugar to BTM in the morning",1
"Drop acid at my place in HSR Layout",1
"Send k3t via courier this evening",1
"Let's play cricket in the park",0
"Cash ready, bring molly to HSR Layout",1
"Catching a movie at Indiranagar",0
"Party at my place 2nite",0
"Bro md chahiye BTM side",1
"Pick 🥀 from Kengeri in the morning",1
"Get green apples at Shivajinagar market",0
"See you at college tonight",0
"Cash ready, bring LSD to Cubbon Park",1
"Send lsd via courier tonight",1
"Let's play cricket in the park",0
"Need coke from Electronic City",1
"Did you finish the project?",0
"Drop stuff at my place in Banashankari",1
"Pick me up near Airport Road",0
"supply some grn at Silk Board",1
"Catching a movie at MG Road",0
"Cash ready, bring pills to Banashankari",1
"See you at college in the morning",0
"score h@sh near Banashankari",1
"Family dinner at HSR Layout",0
"Drop grn at my place in Bellandur",1
"Let's play cricket in the park",0
"Drop dope at my place in Koramangala",1
"Pick 🧪 from Banashankari 2nite",1
"Bro weed chahiye Koramangala side",1
"Need w33d from Malleshwaram",1
"Where can I deliver grn in the morning?",1
"Collect papers from Commercial Street",0
"Family dinner at Bellandur",0
"Send ecstasy via courier before work",1
"Pick 💊 from Rajajinagar after class",1
"arrange kush to Rajajinagar 2nite",1
"Where can I bring ma@l right away?",1
"Going shopping at Rajajinagar",0
"Going shopping at Whitefield",0
"Don't forget the office meeting",0
"Did you finish the project?",0
"Send hash via courier tonight",1
"Drop mdma at my place in HSR Layout",1
"Send tabs via courier later",1
"Send grass via courier 2nite",1
"Going shopping at Kengeri",0
"Pick 🧪 from Airport Road this evening",1
"Cash ready, bring pills to Majestic",1
"Send weed via courier right away",1
"Get green apples at Cubbon Park market",0
"collect some charas at BTM",1
"See you at college tomorrow",0
"deliver ma@l to Rajajinagar at midnight",1
"Pick 🧪 from Shivajinagar later",1
"Get green apples at Shivajinagar market",0
"Send k3t via courier right away",1
"Party at my place now",0
"Let's play cricket in the park",0
"Where can I drop trip right away?",1
"Going to Majestic for dinner",0
"Send lsd via courier at midnight",1
"Drop tabs at my place in Electronic City",1
"Did you call the electrician?",0
"Going shopping at Shivajinagar",0
"arrange some ma@l at Shivajinagar",1
"Catching a movie at HSR Layout",0
"See you at college 2nite",0
"Don't forget the office meeting",0
"Need dope from Silk Board",1
"collect some pot at KR Puram",1
"See you at college before work",0
"Pick 🍄 from Commercial Street tmrw",1
"I'll drop by Majestic in the morning",0
"Where can I arrng powder 2nite?",1
"Where can I drop LSD 2nite?",1
"deliver some md at Bellandur",1
"supply some powder at Bellandur",1
"Going shopping at Kengeri",0
"Send molly via courier later",1
"Drop md at my place in Whitefield",1
"pick up some mj at Majestic",1
"See you tomorrow at Silk Board",0
"Pick 🧪 from Airport Road later",1
"send powder near Silk Board",1
"Collect papers from Airport Road",0
"See you tomorrow at Majestic",0
"Arrange mdma at Banashankari at midnight",1
"bring mdma to Cubbon Park in the morning",1
"See you tomorrow at Whitefield",0
"Catching a movie at Majestic",0
"Pick me up near Electronic City",0
"buy mdma near Airport Road",1
"Don't forget the office meeting",0
"Need ecstasy from HSR Layout",1
"See you at college after class",0
"Going shopping at BTM",0
"Where can I get ganjaa tmrw?",1
"Arrange ma@l at Silk Board tmrw",1
"Cash ready, bring ganjaa to Jayanagar",1
"I'll drop by Bellandur later",0
"Need grn from Airport Road",1
"Send dope via courier 2nite",1
"I'll drop by Majestic before work",0
"Send pot via courier at midnight",1
"Pick me up near Koramangala",0
"Did you call the electrician?",0
"supply h@sh to Indiranagar tomorrow",1
"Let's play cricket in the park",0
"Family dinner at Banashankari",0
"Did you call the electrician?",0
"See you at college before work",0
"arrng md near Rajajinagar",1
"Pick up vegetables from Banashankari",0
"Send charas via courier tmrw",1
"Going shopping at Whitefield",0
"See you tomorrow at Bellandur",0
"Let's play cricket in the park",0
